"gene","proteinSearched","EnsemblID","EntrezSummary","todaysDate","healthy_median","acuteLymeDisease_median","antibodies_1month_median","antibodies_6month_median","acuteHealthy_foldChange","antibodies_1month_healthy_foldChange","antibodies_6month_healthy_foldchange","classSample","classValue","class"
"DEFA4","immune","ENSG00000164821","Defensins are a family of antimicrobial and cytotoxic peptides thought to be involved in host defense. They are abundant in the granules of neutrophils and also found in the epithelia of mucosal surfaces such as those of the intestine, respiratory tract, urinary tract, and vagina. Members of the defensin family are highly similar in protein sequence and distinguished by a conserved cysteine motif. Several alpha defensin genes are clustered on chromosome 8. This gene differs from other genes of this family by an extra 83-base segment that is apparently the result of a recent duplication within the coding region. The protein encoded by this gene, defensin, alpha 4, is found in the neutrophils; it exhibits corticostatic activity and inhibits corticotropin stimulated corticosterone production. [provided by RefSeq, Oct 2014]","Fri Aug 28 13:19:34 2020",41.6761231094178,523.33313169166,107.812724369006,21.0631724724207,12.5571452583938,2.58691827178721,0.505401436144163,"acuteLymeDisease_3",34.6900325122158,"acute Lyme Disease"
"EIF1AY","immune","ENSG00000198692","This gene is located on the non-recombining region of the Y chromosome. It encodes a protein related to eukaryotic translation initiation factor 1A (EIF1A), which may function in stabilizing the binding of the initiator Met-tRNA to 40S ribosomal subunits. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]","Fri Aug 28 13:19:52 2020",92.3825321617397,574.101775444175,336.257698479995,261.445845002133,6.21439748413759,3.63984067779489,2.83003549355417,"acuteLymeDisease_3",5.6887976764588,"acute Lyme Disease"
"EPB42","immune","ENSG00000166947","Erythrocyte membrane protein band 4.2 is an ATP-binding protein which may regulate the association of protein 3 with ankyrin. It probably has a role in erythrocyte shape and mechanical property regulation. Mutations in the EPB42 gene are associated with recessive spherocytic elliptocytosis and recessively transmitted hereditary hemolytic anemia. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:25:20 2020",105.085334689842,43.8060419728889,19.9424129161984,15.8301312897906,0.416861611586259,0.189773510976181,0.150640727714414,"acuteLymeDisease_3",91.3211296970023,"acute Lyme Disease"
"ERAP2","immune","ENSG00000164308","This gene encodes a zinc metalloaminopeptidase of the M1 protease family that resides in the endoplasmic reticulum and functions in N-terminal trimming antigenic epitopes for presentation by major histocompatibility complex (MHC) class I molecules. Certain mutations in this gene are associated with the inflammatory arthritis syndrome ankylosing spondylitis and pre-eclampsia. This gene is located adjacent to a closely related aminopeptidase gene on chromosome 5. [provided by RefSeq, Jul 2016]","Fri Aug 28 13:19:42 2020",35.1433266078249,14.2274271276114,17.348141295286,19.1589672768984,0.404840079209905,0.493639702606393,0.545166582853671,"acuteLymeDisease_3",22.3544431131917,"acute Lyme Disease"
"EREG","immune","ENSG00000124882","This gene encodes a secreted peptide hormone and member of the epidermal growth factor (EGF) family of proteins. The encoded protein is a ligand of the epidermal growth factor receptor (EGFR) and the structurally related erb-b2 receptor tyrosine kinase 4 (ERBB4). The encoded protein may be involved in a wide range of biological processes including inflammation, wound healing, oocyte maturation, and cell proliferation. Additionally, the encoded protein may promote the progression of cancers of various human tissues. [provided by RefSeq, Jul 2015]","Fri Aug 28 13:19:58 2020",112.650318894378,56.9840950097408,16.1065124507033,113.059384235329,0.505849389234039,0.142977956998106,1.00363128435823,"acuteLymeDisease_3",50.6818931791208,"acute Lyme Disease"
"FSIP1","immune","ENSG00000150667","                                            FSIP1 (Fibrous Sheath Interacting Protein 1) is a Protein Coding gene.                                            Diseases associated with FSIP1 include Syndromic X-Linked Intellectual Disability Type 10 and Alpha-Methylacetoacetic Aciduria.                                                                                                                                    ","Fri Aug 28 13:20:03 2020",23.3564041142304,41.8413253617166,40.9536680136533,85.2776145014455,1.7914283875669,1.75342350703298,3.65114484594348,"acuteLymeDisease_3",36.6495112057616,"acute Lyme Disease"
"GAL3ST4","immune","ENSG00000197093","This gene encodes a member of the galactose-3-O-sulfotransferase protein family. The product of this gene catalyzes sulfonation by transferring a sulfate to the C-3' position of galactose residues in O-linked glycoproteins. This enzyme is highly specific for core 1 structures, with asialofetuin, Gal-beta-1,3-GalNAc and Gal-beta-1,3 (GlcNAc-beta-1,6)GalNAc being good substrates. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:19:47 2020",398.935156288619,34.2222565084932,16.7716719929062,27.732350709969,0.0857840076740048,0.0420410979792724,0.0695159357925962,"acuteLymeDisease_3",45.0912241296941,"acute Lyme Disease"
"HBA1","immune","ENSG00000206172","The human alpha globin gene cluster located on chromosome 16 spans about 30 kb and includes seven loci: 5'- zeta - pseudozeta - mu - pseudoalpha-1 - alpha-2 - alpha-1 - theta - 3'. The alpha-2 (HBA2) and alpha-1 (HBA1) coding sequences are identical. These genes differ slightly over the 5' untranslated regions and the introns, but they differ significantly over the 3' untranslated regions. Two alpha chains plus two beta chains constitute HbA, which in normal adult life comprises about 97% of the total hemoglobin; alpha chains combine with delta chains to constitute HbA-2, which with HbF (fetal hemoglobin) makes up the remaining 3% of adult hemoglobin. Alpha thalassemias result from deletions of each of the alpha genes as well as deletions of both HBA2 and HBA1; some nondeletion alpha thalassemias have also been reported. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:25:18 2020",76.136906745258,85.36788465746,37.0144925271858,12.3557890233821,1.12124183010333,0.486157030926282,0.162283832527143,"acuteLymeDisease_3",233.117805866811,"acute Lyme Disease"
"HBD","immune","ENSG00000223609","The delta (HBD) and beta (HBB) genes are normally expressed in the adult: two alpha chains plus two beta chains constitute HbA, which in normal adult life comprises about 97% of the total hemoglobin. Two alpha chains plus two delta chains constitute HbA-2, which with HbF comprises the remaining 3% of adult hemoglobin. Five beta-like globin genes are found within a 45 kb cluster on chromosome 11 in the following order:      5'-epsilon--Ggamma--Agamma--delta--beta-3'. Mutations in the delta-globin gene are associated with beta-thalassemia. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:19:45 2020",142.930807577637,38.7505710567162,31.0951539525543,17.2984140426829,0.271114196536445,0.217553895339632,0.121026490620553,"acuteLymeDisease_3",343.621977150734,"acute Lyme Disease"
"HEMGN","immune","ENSG00000136929","                                            HEMGN (Hemogen) is a Protein Coding gene.                                            Diseases associated with HEMGN include Retinitis Pigmentosa 59 and Colorectal Cancer, Hereditary Nonpolyposis, Type 2.                                                                                                                                    ","Fri Aug 28 13:19:46 2020",130.388298598406,34.239417513849,27.0655028891161,25.2797498104219,0.262595784145523,0.207576164272819,0.193880509847614,"acuteLymeDisease_3",66.3190270358323,"acute Lyme Disease"
"HIST1H1C","immune","ENSG00000187837","Histones are basic nuclear proteins responsible for nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H1 family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in the large histone gene cluster on chromosome 6. [provided by RefSeq, Aug 2015]","Fri Aug 28 13:19:54 2020",16.1882360232663,92.918093521529,41.7786126920512,19.7225184022164,5.73985290231646,2.58080081313403,1.2183241196799,"acuteLymeDisease_3",54.9375678084854,"acute Lyme Disease"
"HIST2H2AA3","immune","ENSG00000203812","Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene is intronless and encodes a replication-dependent histone that is a member of the histone H2A family. Transcripts from this gene lack polyA tails but instead contain a palindromic termination element. This gene is found in a histone cluster on chromosome 1. This gene is one of four histone genes in the cluster that are duplicated; this record represents the centromeric copy. [provided by RefSeq, Aug 2015]","Fri Aug 28 13:19:38 2020",18.7805633438207,141.406903327172,41.8811410024126,15.2295026248198,7.5294282039574,2.23002581103046,0.810918306656157,"acuteLymeDisease_3",102.351358966125,"acute Lyme Disease"
"HLA-DRB5","immune","ENSG00000198502","HLA-DRB5 belongs to the HLA class II beta chain paralogues. This class II molecule is a heterodimer consisting of an alpha (DRA) and a beta (DRB) chain, both anchored in the membrane. It plays a central role in the immune system by presenting peptides derived from extracellular proteins. Class II molecules are expressed in antigen presenting cells. The beta chain is approximately 26-28 kDa and its gene contains 6 exons. Exon one encodes the leader peptide, exons 2 and 3 encode the two extracellular domains, exon 4 encodes the transmembrane domain and exon 5 encodes the cytoplasmic tail. Within the DR molecule the beta chain contains all the polymorphisms specifying the peptide binding specificities. Typing for these polymorphisms is routinely done for bone marrow and kidney transplantation. There are multiple pseudogenes of this gene. [provided by RefSeq, Feb 2020]","Fri Aug 28 13:19:59 2020",18.486300407959,118.55672673478,19.9288084779064,98.9490258549923,6.41322082398582,1.07803119272726,5.35255966155301,"acuteLymeDisease_3",17.4222119667203,"acute Lyme Disease"
"HSPA1B","immune","ENSG00000204388","This intronless gene encodes a 70kDa heat shock protein which is a member of the heat shock protein 70 family. In conjuction with other heat shock proteins, this protein stabilizes existing proteins against aggregation and mediates the folding of newly translated proteins in the cytosol and in organelles. It is also involved in the ubiquitin-proteasome pathway through interaction with the AU-rich element RNA-binding protein 1. The gene is located in the major histocompatibility complex class III region, in a cluster with two closely related genes which encode similar proteins. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:19:33 2020",13.9103783854972,177.20418325395,62.5127529734305,13.0826777458515,12.7389908702053,4.49396495487179,0.940497618633535,"acuteLymeDisease_3",42.8058216698978,"acute Lyme Disease"
"IL1B","immune","ENSG00000125538","The protein encoded by this gene is a member of the interleukin 1 cytokine family. This cytokine is produced by activated macrophages as a proprotein, which is proteolytically processed to its active form by caspase 1 (CASP1/ICE). This cytokine is an important mediator of the inflammatory response, and is involved in a variety of cellular activities, including cell proliferation, differentiation, and apoptosis. The induction of cyclooxygenase-2 (PTGS2/COX2) by this cytokine in the central nervous system (CNS) is found to contribute to inflammatory pain hypersensitivity. This gene and eight other interleukin 1 family genes form a cytokine gene cluster on chromosome 2. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:19:58 2020",152.222705951833,66.5453738886776,11.5744501957285,227.825497220309,0.437158001315088,0.0760362925054754,1.49665909429043,"acuteLymeDisease_3",55.5083874014603,"acute Lyme Disease"
"IL8","immune","ENSG00000169429","The protein encoded by this gene is a member of the CXC chemokine family and is a major mediator of the inflammatory response. The encoded protein is commonly referred to as interleukin-8 (IL-8). IL-8 is secreted by mononuclear macrophages, neutrophils, eosinophils, T lymphocytes, epithelial cells, and fibroblasts. It functions as a chemotactic factor by guiding the neutrophils to the site of infection. Bacterial and viral products rapidly induce IL-8 expression. IL-8 also participates with other cytokines in the proinflammatory signaling cascade and plays a role in systemic inflammatory response syndrome (SIRS). This gene is believed to play a role in the pathogenesis of the lower respiratory tract infection bronchiolitis, a common respiratory tract disease caused by the respiratory syncytial virus (RSV). The overproduction of this proinflammatory protein is thought to cause the lung inflammation associated with csytic fibrosis. This proinflammatory protein is also suspected of playing a role in coronary artery disease and endothelial dysfunction. This protein is also secreted by tumor cells and promotes tumor migration, invasion, angiogenesis and metastasis. This chemokine is also a potent angiogenic factor. The binding of IL-8 to one of its receptors (IL-8RB/CXCR2) increases the permeability of blood vessels and increasing levels of IL-8 are positively correlated with increased severity of multiple disease outcomes (eg, sepsis). This gene and other members of the CXC chemokine gene family form a gene cluster in a region of chromosome 4q. [provided by RefSeq, May 2020]","Fri Aug 28 13:19:56 2020",83.6955274086477,69.4127880776654,13.1976677093566,74.862940040455,0.829348834122926,0.157686654448311,0.894467629971825,"acuteLymeDisease_3",63.6379698547467,"acute Lyme Disease"
"KDM5D","immune","ENSG00000012817","This gene encodes a protein containing zinc finger domains. A short peptide derived from this protein is a minor histocompatibility antigen which can lead to graft rejection of male donor cells in a female recipient. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2009]","Fri Aug 28 13:19:53 2020",41.6475664629483,229.186290152186,109.62156531034,49.8209509434312,5.50299356280712,2.63212414602579,1.19625119003662,"acuteLymeDisease_3",19.2854413714,"acute Lyme Disease"
"KIR2DS1","immune","OMIM: 604952","Killer cell immunoglobulin-like receptors (KIRs) are transmembrane glycoproteins expressed by natural killer cells and subsets of T cells. The KIR genes are polymorphic and highly homologous and they are found in a cluster on chromosome 19q13.4 within the 1 Mb leukocyte receptor complex (LRC). The gene content of the KIR gene cluster varies among haplotypes, although several ""framework"" genes are found in all haplotypes (KIR3DL3, KIR3DP1, KIR3DL4, KIR3DL2). The KIR proteins are classified by the number of extracellular immunoglobulin domains (2D or 3D) and by whether they have a long (L) or short (S) cytoplasmic domain. KIR proteins with the long cytoplasmic domain transduce inhibitory signals upon ligand binding via an immune tyrosine-based inhibitory motif (ITIM), while KIR proteins with the short cytoplasmic domain lack the ITIM motif and instead associate with the TYRO protein tyrosine kinase binding protein to transduce activating signals. The ligands for several KIR proteins are subsets of HLA class I molecules; thus, KIR proteins are thought to play an important role in regulation of the immune response. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:25:19 2020",75.1084110040569,103.6614134039,45.3385783311049,11.5730413895295,1.3801571890304,0.603641825529447,0.154084492466554,"acuteLymeDisease_3",172.91838179446,"acute Lyme Disease"
"KRT1","immune","ENSG00000167768","The protein encoded by this gene is a member of the keratin gene family. The type II cytokeratins consist of basic or neutral proteins which are arranged in pairs of heterotypic keratin chains coexpressed during differentiation of simple and stratified epithelial tissues. This type II cytokeratin is specifically expressed in the spinous and granular layers of the epidermis with family member KRT10 and mutations in these genes have been associated with bullous congenital ichthyosiform erythroderma. The type II cytokeratins are clustered in a region of chromosome 12q12-q13. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:19:45 2020",123.703857076646,33.953615440097,21.158414765113,28.3104656621398,0.274474994090601,0.171040865379027,0.228856774001791,"acuteLymeDisease_3",105.633674677503,"acute Lyme Disease"
"LCN2","immune","ENSG00000148346","This gene encodes a protein that belongs to the lipocalin family. Members of this family transport small hydrophobic molecules such as lipids, steroid hormones and retinoids. The protein encoded by this gene is a neutrophil gelatinase-associated lipocalin and plays a role in innate immunity by limiting bacterial growth as a result of sequestering iron-containing siderophores. The presence of this protein in blood and urine is an early biomarker of acute kidney injury. This protein is thought to be be involved in multiple cellular processes, including maintenance of skin homeostasis, and suppression of invasiveness and metastasis. Mice lacking this gene are more susceptible to bacterial infection than wild type mice. [provided by RefSeq, Sep 2015]","Fri Aug 28 13:19:30 2020",22.5031419153212,690.219135643,80.237001805482,13.0368313039386,30.6721229524428,3.5655910675679,0.579333826049531,"acuteLymeDisease_3",124.484910012162,"acute Lyme Disease"
"LGALS2","immune","ENSG00000100079","The protein encoded by this gene is a soluble beta-galactoside binding lectin. The encoded protein is found as a homodimer and can bind to lymphotoxin-alpha. A single nucleotide polymorphism in an intron of this gene can alter the transcriptional level of the protein, with a resultant increased risk of myocardial infarction. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:23:43 2020",10.4716716747292,48.1734216108587,20.1076994004633,33.7113654779476,4.60035638121784,1.9201995655563,3.219291678071,"acuteLymeDisease_3",7.9546268258404,"acute Lyme Disease"
"LILRA3","immune","OMIM: 604818","This gene encodes a member of a family of immunoreceptors that are expressed predominantly in monocytes and B cells, and at lower levels in dendritic cells and natural killer cells. The encoded protein lacks the transmembrane region found in other members of this family. It acts as a soluble receptor for class I major histocompatibility complex (MHC) antigens. Alternatively spliced transcript variants encoding different isoforms have been found. This gene is located in a cluster of related genes on chromosome 19 and is polymorphic in human populations, with many individuals containing a deletion of this genomic region. [provided by RefSeq, Mar 2014]","Fri Aug 28 13:19:37 2020",9.2749006246311,76.237786089665,20.8170015172936,12.937332140753,8.21979546467618,2.24444469647583,1.39487555331813,"acuteLymeDisease_3",119.321950459906,"acute Lyme Disease"
"LTF","immune","ENSG00000012223","This gene is a member of the transferrin family of genes and its protein product is found in the secondary granules of neutrophils. The protein is a major iron-binding protein in milk and body secretions with an antimicrobial activity, making it an important component of the non-specific immune system. The protein demonstrates a broad spectrum of properties, including regulation of iron homeostasis, host defense against a broad range of microbial infections, anti-inflammatory activity, regulation of cellular growth and differentiation and protection against cancer development and metastasis. Antimicrobial, antiviral, antifungal and antiparasitic activity has been found for this protein and its peptides. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2014]","Fri Aug 28 13:19:32 2020",43.8635274332713,911.521809527125,111.114548019378,20.2433388934159,20.7808596997541,2.5331876965074,0.46150731776444,"acuteLymeDisease_3",56.0533614875226,"acute Lyme Disease"
"MYOM2","immune","ENSG00000036448","The giant protein titin, together with its associated proteins, interconnects the major structure of sarcomeres, the M bands and Z discs. The C-terminal end of the titin string extends into the M line, where it binds tightly to M-band constituents of apparent molecular masses of 190 kD and 165 kD. The predicted MYOM2 protein contains 1,465 amino acids. Like MYOM1, MYOM2 has a unique N-terminal domain followed by 12 repeat domains with strong homology to either fibronectin type III or immunoglobulin C2 domains. Protein sequence comparisons suggested that the MYOM2 protein and bovine M protein are identical. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:19:48 2020",204.565371852775,14.853694109378,10.0742722452064,25.6058899218985,0.0726109897039082,0.0492472022706599,0.125172162277431,"acuteLymeDisease_3",17.4741439674266,"acute Lyme Disease"
"OLR1","immune","ENSG00000173391","This gene encodes a low density lipoprotein receptor that belongs to the C-type lectin superfamily. This gene is regulated through the cyclic AMP signaling pathway. The encoded protein binds, internalizes and degrades oxidized low-density lipoprotein. This protein may be involved in the regulation of Fas-induced apoptosis. This protein may play a role as a scavenger receptor. Mutations of this gene have been associated with atherosclerosis, risk of myocardial infarction, and may modify the risk of Alzheimer's disease. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Feb 2010]","Fri Aug 28 13:20:00 2020",50.72582003307,61.564403826202,30.6192246998974,209.542317345373,1.21366995715527,0.603622074121929,4.13088082575629,"acuteLymeDisease_3",29.37315617544,"acute Lyme Disease"
"POTEB","immune","ENSG00000233917","                                            POTEB (POTE Ankyrin Domain Family Member B) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is POTEB2.","Fri Aug 28 13:20:02 2020",23.4710079388215,36.6581817452184,26.4650983327472,94.571983222128,1.56184948855925,1.12756548000538,4.02931069124237,"acuteLymeDisease_3",49.7832158493698,"acute Lyme Disease"
"SIRPB1","immune","ENSG00000101307","The protein encoded by this gene is a member of the signal-regulatory-protein (SIRP) family, and also belongs to the immunoglobulin superfamily. SIRP family members are receptor-type transmembrane glycoproteins known to be involved in the negative regulation of receptor tyrosine kinase-coupled signaling processes. This protein was found to interact with TYROBP/DAP12, a protein bearing immunoreceptor tyrosine-based activation motifs. This protein was also reported to participate in the recruitment of tyrosine kinase SYK. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2009]","Fri Aug 28 13:19:50 2020",24.0776781405321,40.9979775917111,118.424345765973,23.7995767580363,1.70273800290966,4.91842880674689,0.988449825565714,"acuteLymeDisease_3",161.702959414181,"acute Lyme Disease"
"SLC25A37","immune","ENSG00000147454","SLC25A37 is a solute carrier localized in the mitochondrial inner membrane. It functions as an essential iron importer for the synthesis of mitochondrial heme and iron-sulfur clusters (summary by Chen et al., 2009 [PubMed 19805291]).[supplied by OMIM, Jan 2011]","Fri Aug 28 13:25:17 2020",89.517065706364,57.2853628152759,18.5512731721951,15.7450496168145,0.639937897463984,0.207237279571333,0.175888803912114,"acuteLymeDisease_3",275.435612908412,"acute Lyme Disease"
"SNCA","immune","ENSG00000145335","Alpha-synuclein is a member of the synuclein family, which also includes beta- and gamma-synuclein. Synucleins are abundantly expressed in the brain and alpha- and beta-synuclein inhibit phospholipase D2 selectively. SNCA may serve to integrate presynaptic signaling and membrane trafficking. Defects in SNCA have been implicated in the pathogenesis of Parkinson disease. SNCA peptides are a major component of amyloid plaques in the brains of patients with Alzheimer's disease. Alternatively spliced transcripts encoding different isoforms have been identified for this gene. [provided by RefSeq, Feb 2016]","Fri Aug 28 13:19:43 2020",122.778928213339,39.9159782284532,20.3891475729277,21.1446417222916,0.325104468733395,0.166063899315848,0.172217187672065,"acuteLymeDisease_3",151.491595491193,"acute Lyme Disease"
"TSIX","immune",NA,"In mammals, dosage compensation of genes on the X chromosome occurs by X inactivation, which is regulated in cis by the X-inactivation center (XIC) and expression of the XIST non-coding RNA. This gene expresses a non-coding antisense transcript across the 3' end of the XIST locus, and is coexpressed with XIST only from the inactive X chromosome. The mouse ortholog of this locus is required for imprinted X inactivation in extraembryonic tissues and silences Xist through modification of the chromatin structure in the Xist promoter region. In contrast, imprinted X inactivation does not occur in human extraembryonic tissues and transcripts from this locus do not repress XIST expression or affect random X chromosome inactivation in embryonic cells. This transcript is thought to be unspliced and extend over more than 30 kb, but its exact nature has not been determined. [provided by RefSeq, Jul 2008]","Fri Aug 28 13:19:48 2020",219.745912797927,13.3702040182873,8.72367476525311,58.3264519215,0.0608439258234678,0.0396989170546038,0.265426788507032,"acuteLymeDisease_3",99.5481583992332,"acute Lyme Disease"
"XIST","immune",NA,"X inactivation is an early developmental process in mammalian females that transcriptionally silences one of the pair of X chromosomes, thus providing dosage equivalence between males and females. The process is regulated by several factors, including a region of chromosome X called the X inactivation center (XIC). The XIC comprises several non-coding and protein-coding genes, and this gene was the first non-coding gene identified within the XIC. This gene is expressed exclusively from the XIC of the inactive X chromosome, and is essential for the initiation and spread of X-inactivation. The transcript is a spliced RNA. Alternatively spliced transcript variants have been identified, but their full length sequences have not been determined. Mutations in the XIST promoter cause familial skewed X inactivation. [provided by RefSeq, Apr 2012]","Fri Aug 28 13:19:49 2020",199.790441451583,6.13183413488891,3.34492923651263,141.303252198787,0.0306913288260334,0.0167421885261875,0.707257320080702,"acuteLymeDisease_3",362.188415945131,"acute Lyme Disease"
"ZNF815","immune","ENSG00000235944","                                            ZNF815P (Zinc Finger Protein 815, Pseudogene) is a Pseudogene.                                                                                                                                                                                ","Fri Aug 28 13:25:15 2020",50.7511448217477,65.995666278846,27.180630235468,9.11850173000961,1.30037788330965,0.535566839544882,0.179670857909439,"acuteLymeDisease_3",20.2978533874076,"acute Lyme Disease"
"BPI","immune","ENSG00000101425","This gene encodes a lipopolysaccharide binding protein. It is associated with human neutrophil granules and has antimicrobial activity against gram-negative organisms. [provided by RefSeq, Nov 2014]","Fri Aug 28 13:19:35 2020",29.7115086401034,273.451039273516,56.6776275636521,17.3054782402052,9.20353936199735,1.90759844106842,0.582450337673091,"acuteLymeDisease_4",36.152858495196,"acute Lyme Disease"
"CA1","immune","ENSG00000133742","Carbonic anhydrases (CAs) are a large family of zinc metalloenzymes that catalyze the reversible hydration of carbon dioxide. They participate in a variety of biological processes, including respiration, calcification, acid-base balance, bone resorption, and the formation of aqueous humor, cerebrospinal fluid, saliva and gastric acid. They show extensive diversity in tissue distribution and in their subcellular localization. This CA1 gene is closely linked to the CA2 and CA3 genes on chromosome 8. It encodes a cytosolic protein that is found at the highest level in erythrocytes. Allelic variants of this gene have been described in some populations. Alternative splicing and the use of alternative promoters results in multiple transcript variants. [provided by RefSeq, Nov 2016]","Fri Aug 28 13:19:42 2020",105.080659053214,38.5757071053231,22.5868059171023,20.4342800001979,0.36710568293817,0.214947318760764,0.194462807754658,"acuteLymeDisease_4",18.0874182459357,"acute Lyme Disease"
"CAMP","immune","ENSG00000164047","This gene encodes a member of an antimicrobial peptide family, characterized by a highly conserved N-terminal signal peptide containing a cathelin domain and a structurally variable cationic antimicrobial peptide, which is produced by extracellular proteolysis from the C-terminus. In addition to its antibacterial, antifungal, and antiviral activities, the encoded protein functions in cell chemotaxis, immune mediator induction, and inflammatory response regulation. [provided by RefSeq, Sep 2014]","Fri Aug 28 13:19:36 2020",40.3954819441925,348.86747832614,32.9651568740683,27.1265747446885,8.63629944576748,0.81606049210183,0.671524968613189,"acuteLymeDisease_4",19.4631358407443,"acute Lyme Disease"
"CCDC144A","immune","ENSG00000170160","                                            CCDC144A (Coiled-Coil Domain Containing 144A) is a Protein Coding gene.                                            Diseases associated with CCDC144A include Smith-Magenis Syndrome.                                                                                                                                    An important paralog of this gene is ENSG00000266302.","Fri Aug 28 13:23:43 2020",18.8522331288936,82.886882152502,44.8248504604198,56.995183490276,4.39666121174083,2.37769447014315,3.02325900070285,"acuteLymeDisease_4",8.70021288341115,"acute Lyme Disease"
"CEACAM8","immune","ENSG00000124469","                                            CEACAM8 (CEA Cell Adhesion Molecule 8) is a Protein Coding gene.                                            Diseases associated with CEACAM8 include Hemoglobinuria and Paroxysmal Nocturnal Hemoglobinuria.                                            Among its related pathways are Degradation of the extracellular matrix and Cell surface interactions at the vascular wall.                                                                                        An important paralog of this gene is CEACAM6.","Fri Aug 28 13:19:32 2020",37.9941074097645,592.599344767724,71.5135835199946,26.8158108041442,15.5971382187393,1.88222828210502,0.705788677042392,"acuteLymeDisease_4",23.9886380128297,"acute Lyme Disease"
"CTSG","immune","ENSG00000100448","The protein encoded by this gene, a member of the peptidase S1 protein family, is found in azurophil granules of neutrophilic polymorphonuclear leukocytes. The encoded protease has a specificity similar to that of chymotrypsin C, and may participate in the killing and digestion of engulfed pathogens, and in connective tissue remodeling at sites of inflammation. In addition, the encoded protein is antimicrobial, with bacteriocidal activity against S. aureus and N. gonorrhoeae. Transcript variants utilizing alternative polyadenylation signals exist for this gene. [provided by RefSeq, Sep 2014]","Fri Aug 28 13:19:55 2020",36.1034489069445,157.813742339237,91.876498201128,18.06881840608,4.37115420041994,2.54481222660851,0.500473471458414,"acuteLymeDisease_4",23.1200036778134,"acute Lyme Disease"
"CXCL2","immune","ENSG00000081041","This antimicrobial gene is part of a chemokine superfamily that encodes secreted proteins involved in immunoregulatory and inflammatory processes. The superfamily is divided into four subfamilies based on the arrangement of the N-terminal cysteine residues of the mature peptide. This chemokine, a member of the CXC subfamily, is expressed at sites of inflammation and may suppress hematopoietic progenitor cell proliferation. [provided by RefSeq, Sep 2014]","Fri Aug 28 13:19:56 2020",92.5817573843039,139.82062346317,13.344044383954,121.942970232039,1.51023946200091,0.144132545773173,1.31713821034805,"acuteLymeDisease_4",7.51293594013996,"acute Lyme Disease"
"DDX3Y","immune","ENSG00000067048","The protein encoded by this gene is a member of the DEAD-box RNA helicase family, characterized by nine conserved motifs, included the conserved Asp-Glu-Ala-Asp (DEAD) motif. These motifs are thought to be involved in ATP binding, hydrolysis, RNA binding, and in the formation of intramolecular interactions. This protein shares high similarity to DDX3X, on the X chromosome, but a deletion of this gene is not complemented by DDX3X. Mutations in this gene result in male infertility, a reduction in germ cell numbers, and can result in Sertoli-cell only sydrome. Pseudogenes sharing similarity to both this gene and the DDX3X paralog are found on chromosome 4 and the X chromosome. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Oct 2014]","Fri Aug 28 13:19:53 2020",31.6275107659032,172.081400953404,97.4969971941167,95.9453691405763,5.44087715998568,3.08266426389856,3.03360482115502,"acuteLymeDisease_4",109.99766747279,"acute Lyme Disease"
